"본 자료는 실거래가 사이트에서 제공하고 있는  계약일 기준 자료로 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기 바라며,",,,,,,,,
외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.,,,,,,,,
* 주택매매 거래는 부동산거래신고에관한법률 제3조에 따라 계약 후 60일이내 신고토록 규정,,,,,,,,
"** 주택매매 거래량은 매월 15일경 부동산통계정보시스템(www.r-one.co.kr)에서  확인 가능하며, 전월세 거래량은 국토교통부 홈페이지(보도자료)를 통해 확인 가능",,,,,,,,
,,,,,,,,
,,,,,,,,
시군구,번지,단지명,전용면적(㎡),계약일,거래금액(만원),층,건축년도,도로명
 충청남도 논산시 연무읍 안심리,1065-34,논산월야임대,59.67,21~30,"5,750",5,1998,안심로
 충청남도 논산시 연산면 연산리,156,렉스톤,74.5,11~20,"7,410",9,2005,황산벌로
 충청남도 논산시 연산면 연산리,156,렉스톤,74.5,11~20,"7,250",3,2005,황산벌로
 충청남도 논산시 연산면 연산리,156,렉스톤,74.5,11~20,"8,500",15,2005,황산벌로
 충청남도 논산시 취암동,1081,계룡리슈빌,84.86,11~20,"21,500",12,2007,번영로29번길
 충청남도 논산시 취암동,1081,계룡리슈빌,84.86,11~20,"19,800",7,2007,번영로29번길
 충청남도 논산시 취암동,1081,계룡리슈빌,101.96,1~10,"25,350",15,2007,번영로29번길
 충청남도 논산시 취암동,1081,계룡리슈빌,124.23,1~10,"29,200",7,2007,번영로29번길
 충청남도 논산시 취암동,1081,계룡리슈빌,124.23,1~10,"31,000",15,2007,번영로29번길
 충청남도 논산시 취암동,565,부국,83.12,1~10,"9,800",3,1991,중앙로397번길
 충청남도 논산시 취암동,79,세중세미클래식,36.29,1~10,"6,450",14,2000,체육로
 충청남도 논산시 취암동,79,세중세미클래식,36.29,1~10,"4,500",9,2000,체육로
 충청남도 논산시 취암동,79,세중세미클래식,36.29,21~30,"6,000",5,2000,체육로
 충청남도 논산시 취암동,79,세중세미클래식,36.29,21~30,"6,300",5,2000,체육로
 충청남도 논산시 취암동,83-1,세중참사랑,84.87,11~20,"22,524",2,2002,중앙로
 충청남도 논산시 취암동,83-1,세중참사랑,84.87,11~20,"21,976",2,2002,중앙로
 충청남도 논산시 취암동,516-31,신원놀뫼,78.39,21~30,"5,500",4,1992,시민로308번길
